,user_id,book_id,is_read,rating,is_reviewed
1800,5,7061,1,5,0
1801,5,7060,1,5,0
1802,5,7059,1,5,0
1803,5,7058,1,5,0
1804,5,7057,1,5,0
1805,5,7056,1,3,0
1806,5,7055,1,4,0
1807,5,7054,1,3,0
1808,5,7053,1,3,0
1809,5,7052,1,3,0
1820,5,7043,1,5,0
1821,5,7042,1,5,0
1822,5,1526,1,3,0
1823,5,7041,1,4,0
1824,5,7040,1,3,0
1825,5,7039,1,5,0
1826,5,7038,1,5,0
1827,5,7037,1,5,0
1828,5,7036,1,4,0
1829,5,7035,1,4,0
1830,5,7034,1,4,0
1831,5,7033,1,5,0
1832,5,7032,1,5,0
1833,5,7031,1,5,0
1834,5,7030,1,5,0
1835,5,7029,1,3,0
1836,5,7028,1,5,0
1837,5,7027,1,4,0
1849,5,7015,1,4,0
1852,5,7012,1,5,0
1857,5,7007,1,5,0
1860,5,7004,1,4,0
1861,5,7003,1,5,0
1865,5,6999,1,5,0
1867,5,6997,1,4,0
1870,5,6994,1,4,0
1871,5,6993,1,5,0
1872,5,6992,1,5,0
1873,5,6991,1,4,0
1876,5,6988,1,5,0
1878,5,6985,1,5,0
1879,5,6986,1,5,0
1880,5,6984,1,5,0
1883,5,6981,1,5,0
1884,5,6980,1,3,0
1886,5,6977,1,5,0
1887,5,6978,1,3,0
1888,5,6976,1,5,0
1889,5,6975,1,5,0
1892,5,6972,1,5,1
1893,5,407,1,5,0
1906,5,6960,1,5,0
1907,5,6959,1,2,0
1908,5,6958,1,5,0
1909,5,6957,1,4,0
1910,5,6956,1,3,0
1911,5,6955,1,4,0
1915,5,6951,1,4,0
1919,5,6947,1,5,0
1920,5,6946,1,5,0
1921,5,6945,1,5,0
1922,5,6944,1,5,0
1923,5,6943,1,5,0
1924,5,6942,1,5,0
1926,5,6941,1,5,0
1927,5,6939,1,4,0
1928,5,6938,1,5,0
1929,5,6937,1,5,0
1935,5,6930,1,4,0
1950,5,6916,1,5,0
1964,5,6903,1,3,0
1965,5,6902,1,5,0
1966,5,6901,1,4,0
1967,5,6900,1,3,0
1968,5,6899,1,4,0
1969,5,6898,1,4,0
1970,5,6897,1,4,0
1974,5,6893,1,5,0
1975,5,6892,1,5,0
1980,5,6887,1,3,0
1987,5,6880,1,3,0
1990,5,6878,1,3,0
1991,5,6876,1,3,0
1992,5,6875,1,3,0
2089,5,6778,1,4,0
2090,5,6777,1,4,0
2091,5,6776,1,5,0
2123,5,6744,1,5,0
2124,5,6742,1,5,0
2125,5,6743,1,4,0
2131,5,6736,1,5,0
2132,5,6735,1,5,1
2133,5,6734,1,3,0
2134,5,6733,1,5,0
2135,5,6732,1,2,0
2149,5,6718,1,5,0
2162,5,6705,1,2,0
2163,5,6704,1,4,0
2164,5,6703,1,4,0
2165,5,6702,1,4,0
2181,5,6686,1,3,0
2182,5,6685,1,4,0
2183,5,6684,1,3,0
2184,5,6683,1,3,0
2223,5,6644,1,3,0
2251,5,6616,1,4,0
2252,5,6615,1,3,0
2253,5,6614,1,3,0
2254,5,6613,1,3,0
2355,5,6512,1,5,0
2356,5,6510,1,5,0
2357,5,6511,1,3,0
2358,5,6509,1,5,0
2360,5,6507,1,5,0
2361,5,6506,1,5,0
2362,5,6505,1,5,0
2363,5,6504,1,5,0
2364,5,6503,1,5,0
2365,5,6502,1,5,0
2366,5,6501,1,4,0
2367,5,6500,1,5,0
2368,5,6499,1,5,0
2369,5,6498,1,5,0
2370,5,6497,1,5,0
2371,5,6496,1,5,0
2372,5,6495,1,3,0
2373,5,6494,1,3,0
2378,5,6489,1,3,0
2392,5,6476,1,5,0
2408,5,6460,1,4,0
2418,5,6450,1,3,0
2420,5,6449,1,5,1
2441,5,6428,1,4,0
2442,5,6427,1,3,0
2443,5,6426,1,3,0
2444,5,6425,1,4,0
2495,5,6374,1,4,0
2496,5,6373,1,4,0
2534,5,6342,1,4,0
2663,5,6215,1,3,0
2675,5,6203,1,4,0
2690,5,6188,1,5,0
2702,5,6176,1,3,0
2774,5,6104,1,4,0
2775,5,6103,1,5,0
2776,5,6102,1,3,0
2777,5,6101,1,4,0
2907,5,5971,1,3,0
2908,5,5970,1,4,0
2909,5,5969,1,4,0
2910,5,5968,1,4,0
2911,5,5967,1,5,0
2945,5,5933,1,5,0
2946,5,5932,1,5,0
2947,5,5931,1,5,0
2962,5,5916,1,3,0
2969,5,5909,1,5,0
2995,5,5883,1,0,0
2996,5,5882,1,3,0
3028,5,5851,1,3,0
3158,5,5722,1,5,0
3227,5,5653,1,4,0
3380,5,1604,1,5,0
3387,5,5495,1,5,0
3458,5,5427,1,4,0
3520,5,5365,1,4,0
3552,5,5333,1,5,0
3553,5,5332,1,5,0
3554,5,5331,1,5,0
3555,5,5330,1,5,0
3566,5,5319,1,4,0
3567,5,5318,1,3,0
3568,5,5317,1,5,0
3569,5,5316,1,2,1
3673,5,5212,1,1,1
3704,5,5181,1,4,0
3762,5,5123,1,5,0
3808,5,5077,1,4,0
3809,5,5076,1,5,0
3810,5,5075,1,5,0
3811,5,5074,1,2,0
3812,5,5072,1,4,0
3813,5,5073,1,5,0
3814,5,5071,1,5,0
3815,5,5070,1,5,0
3816,5,5068,1,3,0
3817,5,5069,1,3,0
3846,5,5039,1,4,0
3847,5,5038,1,5,0
3848,5,5037,1,5,0
3849,5,5036,1,5,0
3870,5,5015,1,4,0
3883,5,5002,1,4,0
3884,5,5001,1,3,0
3946,5,4939,1,3,0
3970,5,4915,1,4,0
3971,5,4914,1,4,0
4051,5,4834,1,5,0
4052,5,4833,1,4,0
4053,5,4832,1,5,0
4054,5,4831,1,5,0
4055,5,4830,1,5,0
4056,5,4829,1,5,0
4057,5,4828,1,5,0
4073,5,4812,1,5,0
4074,5,4811,1,5,0
4207,5,4678,1,3,0
4244,5,4641,1,2,0
4245,5,4640,1,5,0
4246,5,4639,1,4,0
4318,5,4567,1,4,0
4322,5,4563,1,3,0
4323,5,4562,1,3,0
4331,5,4554,1,3,0
4332,5,4553,1,3,0
4333,5,4552,1,3,0
4334,5,4551,1,5,0
4385,5,4500,1,3,0
4386,5,4499,1,3,0
4387,5,4498,1,4,0
4403,5,4482,1,5,0
4444,5,4441,1,3,0
4445,5,4440,1,4,0
4446,5,4439,1,4,0
4447,5,4438,1,4,0
4524,5,4361,1,5,0
4527,5,4358,1,4,0
4528,5,4357,1,4,0
4531,5,4354,1,3,0
4532,5,4351,1,2,0
4533,5,4352,1,3,0
4534,5,4353,1,4,0
4535,5,4349,1,4,0
4536,5,4350,1,2,0
4537,5,4347,1,4,0
4538,5,4348,1,2,0
4539,5,4346,1,2,0
4540,5,4345,1,3,0
4541,5,4343,1,3,0
4542,5,4344,1,2,0
4543,5,4342,1,4,0
4544,5,4341,1,4,0
4545,5,4340,1,4,0
4546,5,4339,1,3,0
4643,5,4242,1,5,0
4644,5,4241,1,5,0
4907,5,3978,1,3,0
4944,5,3941,1,4,0
4945,5,3940,1,4,0
4946,5,3939,1,4,0
4947,5,3938,1,4,0
4948,5,3936,1,4,0
4949,5,3937,1,4,0
